transaction_id,trade_date,trade_timestamp,pair,direction,client_id,client_name,client_type,client_tier,market_maker_id,market_maker_name,volume_crypto,mid_price_idr,mm_price_idr,client_price_idr,spread_bps,idr_mm_amount,idr_client_amount,gross_spread_idr,tax_idr,net_pnl_idr,bank_account_id,client_wallet_id,mm_wallet_id,crypto_settlement_timestamp,fiat_settlement_timestamp,pnl_recognition_timestamp,pnl_recognition_month,status,exchange_ref,notes
OTC-02418,2024-05-27,2024-05-27 16:43:16,USDT/IDR,SELL,CLT-006,Budi Santoso,HNWI,A,MM-001,Liquidity Prime,194292.3449035009,15733.029259527288,15721.776144216059,15649.455973952667,25,3054620753.107659,3040569497.643364,14051255.46429491,6385195.945051064,7666059.519243847,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 17:41:11,2024-05-27 18:57:21,2024-05-27 18:57:21,2024-05,SETTLED,EX-002,
OTC-02419,2024-05-27,2024-05-27 15:56:57,USDC/IDR,SELL,CLT-010,Dewi Sartika,HNWI,B,MM-003,Apex Alpha Liquidity,168419.50620861948,15699.737317168707,15707.928163423056,15645.096450769362,19,2645521504.844178,2634939418.8248014,10582086.019376755,5533372.779532082,5048713.239844672,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-27 16:33:13,2024-05-27 18:19:03,2024-05-27 18:19:03,2024-05,SETTLED,EX-001,
OTC-02420,2024-05-27,2024-05-27 14:39:27,BTC/IDR,BUY,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,0.2752473710565136,692046784.0582011,692040352.3126632,700829264.7870339,106,190482287.639084,192901412.69210035,2419125.053016335,405092.9666534107,2014032.086362924,BANK-IDR-002,WALLET-BTC-001,WALLET-USDT-002,2024-05-27 15:21:40,2024-05-27 20:51:02,2024-05-27 20:51:02,2024-05,SETTLED,EX-002,
OTC-02421,2024-05-27,2024-05-27 09:15:03,USDC/IDR,BUY,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-002,Global OTC Solutions,329794.2060239126,15699.737317168707,15685.91896660842,15754.937010061496,23,5173125191.348056,5195886942.189986,22761750.84193039,10911362.57859897,11850388.263331419,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-27 10:04:15,2024-05-27 11:25:13,2024-05-27 11:25:13,2024-05,SETTLED,EX-001,
OTC-02422,2024-05-27,2024-05-27 17:15:55,USDT/IDR,BUY,CLT-008,Mega Lestari,HNWI,C,MM-002,Global OTC Solutions,175931.5742112123,15733.029259527288,15748.131052306744,15811.12357651597,19,2770593486.916801,2781675860.864468,11082373.947667122,5841519.307815382,5240854.63985174,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 17:46:49,2024-05-27 19:16:26,2024-05-27 19:16:26,2024-05,SETTLED,EX-002,
OTC-02423,2024-05-27,2024-05-27 14:58:08,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,125138.4747502093,15733.029259527288,15730.144591298078,15793.06516966327,19,1968446301.7552958,1976320086.962317,7873785.207021236,4150272.1826208653,3723513.024400371,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 15:27:27,2024-05-27 16:43:30,2024-05-27 16:43:30,2024-05,SETTLED,EX-001,
OTC-02424,2024-05-27,2024-05-27 14:28:21,USDC/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-002,Global OTC Solutions,386481.7997539138,15699.737317168707,15687.70782807546,15631.23207989439,15,6063013555.408165,6041186706.608696,21826848.799468994,12686492.08387826,9140356.715590734,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-27 14:52:48,2024-05-27 17:49:45,2024-05-27 17:49:45,2024-05,SETTLED,EX-002,
OTC-02425,2024-05-27,2024-05-27 10:00:40,USDC/IDR,BUY,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-001,Liquidity Prime,389474.6914110416,15699.737317168707,15684.152485041353,15750.025925478527,21,6108580449.155202,6134236487.041654,25656037.88645172,12881896.622787472,12774141.26366425,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-05-27 10:12:58,2024-05-27 11:03:22,2024-05-27 11:03:22,2024-05,SETTLED,EX-002,
OTC-02426,2024-05-27,2024-05-27 17:35:34,USDT/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-002,Global OTC Solutions,68586.16054963155,15733.029259527288,15735.241605144263,15810.770764848954,27,1079219807.0176663,1084400062.091351,5180255.073684692,2277240.130391837,2903014.9432928553,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 17:59:05,2024-05-27 19:51:57,2024-05-27 19:51:57,2024-05,SETTLED,EX-002,
OTC-02427,2024-05-27,2024-05-27 13:42:35,USDT/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-001,Liquidity Prime,58744.285877855094,15733.029259527288,15730.594535985261,15675.537455109314,14,924082542.4505435,920848253.5519667,3234288.8985768557,1933781.3324591299,1300507.5661177258,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 14:32:46,2024-05-27 16:25:50,2024-05-27 16:25:50,2024-05,SETTLED,EX-001,
OTC-02428,2024-05-27,2024-05-27 17:39:30,USDC/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,48922.79444644076,15699.737317168707,15702.024469323287,15636.07596655213,21,768186915.5056863,764960530.4605623,3226385.0451239347,1606417.1139671807,1619967.931156754,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-05-27 18:25:16,2024-05-27 20:54:31,2024-05-27 20:54:31,2024-05,SETTLED,EX-001,
OTC-02429,2024-05-27,2024-05-27 11:40:14,USDT/IDR,SELL,CLT-008,Mega Lestari,HNWI,C,MM-002,Global OTC Solutions,475474.60949792655,15733.029259527288,15748.505353538303,15674.487378376672,26,7488014433.149631,7452820765.313827,35193667.835803986,15650923.607159035,19542744.228644952,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 11:53:04,2024-05-27 14:39:04,2024-05-27 14:39:04,2024-05,SETTLED,EX-002,
OTC-02430,2024-05-27,2024-05-27 11:17:10,USDT/IDR,SELL,CLT-010,Dewi Sartika,HNWI,B,MM-003,Apex Alpha Liquidity,103283.58038523838,15733.029259527288,15739.290866484307,15677.907632105018,18,1625610313.4151802,1619270433.192861,6339880.222319126,3400467.909705008,2939412.312614118,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-27 11:32:46,2024-05-27 12:33:01,2024-05-27 12:33:01,2024-05,SETTLED,EX-001,
OTC-02431,2024-05-28,2024-05-28 12:01:04,USDT/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-003,Apex Alpha Liquidity,166187.73490189583,15717.060460976052,15730.097542243759,15662.458122812111,22,2614149280.331369,2602908438.4259443,11240841.905424595,5466107.720694482,5774734.184730113,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 12:57:15,2024-05-28 13:34:50,2024-05-28 13:34:50,2024-05,SETTLED,EX-002,
OTC-02432,2024-05-28,2024-05-28 09:12:54,USDC/IDR,BUY,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-002,Global OTC Solutions,303351.0663131407,15688.75054184145,15677.632407155425,15743.478463265477,21,4755826507.976048,4775800979.309547,19974471.333498955,10029182.056550048,9945289.276948906,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 10:09:27,2024-05-28 12:13:45,2024-05-28 12:13:45,2024-05,SETTLED,EX-001,
OTC-02433,2024-05-28,2024-05-28 17:14:28,USDC/IDR,SELL,CLT-006,Budi Santoso,HNWI,A,MM-003,Apex Alpha Liquidity,86219.54264541501,15688.75054184145,15673.177477979762,15607.350132572246,21,1351334193.9518342,1345658590.3372364,5675603.614597797,2825883.039708196,2849720.574889601,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 17:28:13,2024-05-28 19:33:49,2024-05-28 19:33:49,2024-05,SETTLED,EX-001,
OTC-02434,2024-05-28,2024-05-28 09:22:40,USDT/IDR,BUY,CLT-002,Andi Pratama,HNWI,B,MM-003,Apex Alpha Liquidity,96323.40082114222,15717.060460976052,15724.245907708253,15790.287740520627,21,1514612841.1783874,1520974215.1113365,6361373.932949066,3194045.8517338065,0.0,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 09:34:28,2024-05-28 12:35:59,2024-05-28 12:35:59,2024-05,PENDING,EX-001,
OTC-02435,2024-05-28,2024-05-28 14:00:52,USDT/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-001,Liquidity Prime,461225.78908555896,15717.060460976052,15708.233043939721,15777.349269333055,23,7245042180.83095,7276920366.426605,31878185.59565544,15281532.76949587,16596652.82615957,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 14:50:07,2024-05-28 16:22:21,2024-05-28 16:22:21,2024-05,SETTLED,EX-001,
OTC-02436,2024-05-28,2024-05-28 17:45:32,PAXG/IDR,SELL,CLT-006,Budi Santoso,HNWI,A,MM-001,Liquidity Prime,1.5715051284074129,29995153.395843163,30002122.45987837,29651097.627097793,96,47148489.308806084,46596851.98389305,551637.3249130324,97853.3891661754,453783.93574685697,BANK-IDR-001,WALLET-PAXG-001,WALLET-USDT-002,2024-05-28 19:35:17,2024-05-29 07:34:23,2024-05-29 07:34:23,2024-05,SETTLED,EX-001,
OTC-02437,2024-05-28,2024-05-28 11:07:33,USDT/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-001,Liquidity Prime,100891.92303515068,15717.060460976052,15704.888496423679,15759.855606161162,14,1584496401.4568012,1590042138.8618999,5545737.405098677,3339088.4916099897,0.0,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 11:19:11,2024-05-28 13:12:46,2024-05-28 13:12:46,2024-05,FAILED,EX-001,
OTC-02438,2024-05-28,2024-05-28 12:50:05,USDC/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-002,Global OTC Solutions,189879.3122903505,15688.75054184145,15700.847606318674,15777.781759589634,28,2981266145.8633857,2995874349.978116,14608204.114730358,6291336.134954044,8316867.979776314,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 13:19:40,2024-05-28 15:04:26,2024-05-28 15:04:26,2024-05,SETTLED,EX-002,
OTC-02439,2024-05-28,2024-05-28 17:40:42,USDC/IDR,SELL,CLT-010,Dewi Sartika,HNWI,B,MM-003,Apex Alpha Liquidity,320368.4971805981,15688.75054184145,15691.919020555075,15633.85892017902,16,5027196514.494872,5008595887.391241,18600627.10363102,10518051.363521606,8082575.740109414,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 18:21:25,2024-05-28 21:11:39,2024-05-28 21:11:39,2024-05,SETTLED,EX-002,
OTC-02440,2024-05-28,2024-05-28 16:06:21,USDC/IDR,BUY,CLT-008,Mega Lestari,HNWI,C,MM-002,Global OTC Solutions,204893.845759769,15688.75054184145,15694.794451774802,15752.86519124637,16,3215766793.6332245,3227665130.7696676,11898337.136443138,6778096.774616302,5120240.361826836,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 16:36:38,2024-05-28 19:24:18,2024-05-28 19:24:18,2024-05,SETTLED,EX-001,
OTC-02441,2024-05-28,2024-05-28 09:39:24,USDT/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-001,Liquidity Prime,99698.06893397206,15717.060460976052,15702.421319111625,15638.041391703267,20,1565501083.103063,1559082528.6623406,6418554.4407224655,3274073.310190915,3144481.1305315504,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 10:25:04,2024-05-28 11:05:52,2024-05-28 11:05:52,2024-05,SETTLED,EX-001,
OTC-02442,2024-05-28,2024-05-28 09:07:12,BTC/IDR,SELL,CLT-004,Siti Aminah,HNWI,C,MM-003,Apex Alpha Liquidity,0.11057934239175515,677663741.9890479,677695046.0100332,668207315.3658928,119,74939072.52993973,73889925.51452057,1049147.0154191554,155168.84358049318,893978.1718386621,BANK-IDR-001,WALLET-BTC-001,WALLET-USDT-002,2024-05-28 10:00:30,2024-05-28 16:35:59,2024-05-28 16:35:59,2024-05,SETTLED,EX-001,
OTC-02443,2024-05-28,2024-05-28 17:05:28,USDC/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-001,Liquidity Prime,370685.5659979267,15688.75054184145,15689.238705851909,15756.702432287071,22,5815774329.755294,5840782159.373241,25007829.61794758,12265642.534683807,0.0,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 17:14:55,2024-05-28 20:26:20,2024-05-28 20:26:20,2024-05,RECONCILING,EX-002,
OTC-02444,2024-05-28,2024-05-28 14:33:14,USDT/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,423253.17916315177,15717.060460976052,15729.799001336358,15803.729056642638,26,6657687434.912983,6688978565.857074,31291130.944090843,14046854.988299854,17244275.95579099,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 15:03:16,2024-05-28 15:40:00,2024-05-28 15:40:00,2024-05,SETTLED,EX-002,
OTC-02445,2024-05-28,2024-05-28 16:01:41,USDT/IDR,BUY,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,268985.4079527967,15717.060460976052,15709.640836541703,15763.053615385945,13,4225664149.209085,4240031407.3163958,14367258.107310772,8904065.95536443,5463192.151946342,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 16:28:10,2024-05-28 19:00:38,2024-05-28 19:00:38,2024-05,SETTLED,EX-001,
OTC-02446,2024-05-28,2024-05-28 15:45:46,USDC/IDR,BUY,CLT-004,Siti Aminah,HNWI,C,MM-002,Global OTC Solutions,258904.40507357966,15688.75054184145,15696.259878467648,15754.336040017979,16,4063830825.7149644,4078866999.7701097,15036174.055145264,8565620.69951723,6470553.355628034,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 16:05:01,2024-05-28 18:26:01,2024-05-28 18:26:01,2024-05,SETTLED,EX-001,
OTC-02447,2024-05-28,2024-05-28 13:27:28,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-001,Liquidity Prime,264990.347293035,15717.060460976052,15732.173445551716,15795.102139333923,19,4168874105.0110126,4185549601.4310565,16675496.420043945,8789654.163005218,0.0,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 13:39:23,2024-05-28 16:55:13,2024-05-28 16:55:13,2024-05,RECONCILING,EX-001,
OTC-02448,2024-05-28,2024-05-28 16:30:43,BTC/IDR,SELL,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-003,Apex Alpha Liquidity,1.4059414929678957,677663741.9890479,677095848.3605899,669173826.934771,96,951957147.9264517,940819249.2957121,11137898.63073957,1975720.4235209953,9162178.207218574,BANK-IDR-003,WALLET-BTC-001,WALLET-USDT-002,2024-05-28 18:27:52,2024-05-28 19:21:09,2024-05-28 19:21:09,2024-05,SETTLED,EX-001,
OTC-02449,2024-05-28,2024-05-28 17:44:46,USDT/IDR,BUY,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-002,Global OTC Solutions,144250.0314199464,15717.060460976052,15708.845014192368,15768.5386252463,17,2266001386.8683176,2274612192.1384172,8610805.27009964,4776685.603490676,3834119.666608964,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 18:25:29,2024-05-28 20:33:36,2024-05-28 20:33:36,2024-05,SETTLED,EX-001,
OTC-02450,2024-05-28,2024-05-28 14:39:07,USDT/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-001,Liquidity Prime,321783.92270376685,15717.060460976052,15708.82018906801,15641.272262255019,22,5054845781.486433,5033109944.626041,21735836.860391617,10569530.883714687,11166305.97667693,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 15:26:40,2024-05-28 18:35:47,2024-05-28 18:35:47,2024-05,SETTLED,EX-002,
OTC-02451,2024-05-28,2024-05-28 13:31:16,USDC/IDR,SELL,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-002,Global OTC Solutions,347511.1529627132,15688.75054184145,15700.405201041876,15640.743661277917,17,5456065913.395842,5435332862.924937,20733050.47090435,11414199.012142368,9318851.458761983,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 14:06:57,2024-05-28 15:59:40,2024-05-28 15:59:40,2024-05,SETTLED,EX-002,
OTC-02452,2024-05-28,2024-05-28 15:00:58,USDC/IDR,SELL,CLT-008,Mega Lestari,HNWI,C,MM-001,Liquidity Prime,395481.1746760526,15688.75054184145,15686.337104315318,15622.023122187626,20,6203651024.379171,6178216055.179216,25434969.199954987,12974253.715876354,12460715.484078633,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 15:29:23,2024-05-28 18:31:43,2024-05-28 18:31:43,2024-05,SETTLED,EX-002,
OTC-02453,2024-05-28,2024-05-28 12:23:43,USDT/IDR,BUY,CLT-004,Siti Aminah,HNWI,C,MM-003,Apex Alpha Liquidity,11998.780725136996,15717.060460976052,15704.13096404663,15774.799553384839,24,188430423.91642976,189278360.8240537,847936.9076239467,397484.55773051275,450452.3498934339,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 13:15:45,2024-05-28 13:24:22,2024-05-28 13:24:22,2024-05,SETTLED,EX-001,
OTC-02454,2024-05-28,2024-05-28 13:20:52,USDC/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-001,Liquidity Prime,60683.12177422896,15688.75054184145,15675.149305759134,15610.881193605523,20,951216994.1506021,947317004.4745847,3899989.6760174036,1989365.7093966277,1910623.9666207759,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-28 13:38:15,2024-05-28 16:34:43,2024-05-28 16:34:43,2024-05,SETTLED,EX-002,
OTC-02455,2024-05-28,2024-05-28 13:24:34,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-001,Liquidity Prime,135196.7256372966,15717.060460976052,15729.33252016778,15781.239317484335,12,2126554253.1869304,2133571882.2224474,7017629.035516977,4480500.9526671395,2537128.082849838,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 14:08:56,2024-05-28 16:51:08,2024-05-28 16:51:08,2024-05,SETTLED,EX-001,
OTC-02456,2024-05-28,2024-05-28 13:08:20,USDT/IDR,BUY,CLT-008,Mega Lestari,HNWI,C,MM-003,Apex Alpha Liquidity,177406.424250852,15717.060460976052,15709.979287528244,15782.245192250874,25,2787051250.455333,2799871686.2074275,12820435.752094269,5879730.541035597,6940705.211058672,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-05-28 14:02:07,2024-05-28 15:12:53,2024-05-28 15:12:53,2024-05,SETTLED,EX-002,
OTC-02457,2024-05-29,2024-05-29 17:46:20,USDC/IDR,SELL,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-002,Global OTC Solutions,87610.4190231119,15776.488237678492,15775.30283454282,15710.624092921194,20,1382080891.5507812,1376414359.8954232,5666531.655358076,2890470.1557803885,2776061.4995776876,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 18:32:39,2024-05-29 19:58:51,2024-05-29 19:58:51,2024-05,SETTLED,EX-001,
OTC-02458,2024-05-29,2024-05-29 14:32:13,USDC/IDR,SELL,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,198946.07177088724,15776.488237678492,15770.107090904734,15700.718619704754,23,3137400857.1417108,3123596293.3702874,13804563.77142334,6559552.216077603,0.0,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 15:26:33,2024-05-29 18:05:18,2024-05-29 18:05:18,2024-05,FAILED,EX-001,
OTC-02459,2024-05-29,2024-05-29 10:00:45,USDT/IDR,BUY,CLT-006,Budi Santoso,HNWI,A,MM-003,Apex Alpha Liquidity,313089.89404698036,15721.590765373274,15725.405847358743,15800.887795426064,27,4923465650.595314,4947098285.718172,23632635.122858047,10388906.40000816,13243728.722849887,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-29 10:14:29,2024-05-29 13:12:05,2024-05-29 13:12:05,2024-05,SETTLED,EX-001,
OTC-02460,2024-05-29,2024-05-29 17:59:43,BTC/IDR,BUY,CLT-010,Dewi Sartika,HNWI,B,MM-003,Apex Alpha Liquidity,0.20815704168260124,679512639.9089572,679237331.6679842,687116484.7153329,95,141388033.56039143,143028134.749692,1640101.189300567,300359.08297435316,1339742.1063262138,BANK-IDR-002,WALLET-BTC-001,WALLET-USDT-002,2024-05-29 19:49:31,2024-05-30 00:42:37,2024-05-30 00:42:37,2024-05,SETTLED,EX-001,
OTC-02461,2024-05-29,2024-05-29 10:32:36,USDC/IDR,BUY,CLT-006,Budi Santoso,HNWI,A,MM-002,Global OTC Solutions,85368.09116187957,15776.488237678492,15768.504085988476,15837.885503966825,23,1346127094.2991345,1352050053.5140507,5922959.214916229,2839305.112379506,3083654.102536723,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 11:09:49,2024-05-29 13:10:02,2024-05-29 13:10:02,2024-05,SETTLED,EX-001,
OTC-02462,2024-05-29,2024-05-29 16:44:59,USDT/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,254335.168190768,15721.590765373274,15729.638437906742,15789.411063970789,17,4000600237.6849804,4015802518.5881834,15202280.90320301,8433185.289035184,6769095.614167826,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-29 17:41:03,2024-05-29 20:20:46,2024-05-29 20:20:46,2024-05,SETTLED,EX-002,
OTC-02463,2024-05-29,2024-05-29 12:05:31,USDT/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,462319.9489223114,15721.590765373274,15721.332244501957,15645.869849728348,27,7268285520.268832,7233397749.771542,34887770.49729061,15190135.274520237,19697635.222770374,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-29 12:35:11,2024-05-29 14:49:26,2024-05-29 14:49:26,2024-05,SETTLED,EX-002,
OTC-02464,2024-05-29,2024-05-29 11:41:05,PAXG/IDR,SELL,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,7.021272306019608,30026409.00482915,30028107.58532404,29517629.756373532,149,210835520.191013,207251316.34776577,3584203.843247235,435227.76433030807,3148976.078916927,BANK-IDR-001,WALLET-PAXG-001,WALLET-USDT-002,2024-05-29 15:37:34,2024-05-30 10:05:23,2024-05-30 10:05:23,2024-05,SETTLED,EX-001,
OTC-02465,2024-05-29,2024-05-29 10:04:01,USDT/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-003,Apex Alpha Liquidity,23640.00426859644,15721.590765373274,15713.909875325613,15772.051341864319,16,371476896.52903724,372851361.0461947,1374464.5171574354,782987.8581970087,591476.6589604267,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-29 11:03:11,2024-05-29 11:11:59,2024-05-29 11:11:59,2024-05,SETTLED,EX-001,
OTC-02466,2024-05-29,2024-05-29 11:00:08,BTC/IDR,SELL,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-002,Global OTC Solutions,2.2022691464344506,679512639.9089572,679964810.7966807,672417201.3968376,90,1497465523.4786687,1480843656.1680555,16621867.310613155,3109771.6779529164,13512095.63266024,BANK-IDR-003,WALLET-BTC-001,WALLET-USDT-002,2024-05-29 12:42:20,2024-05-29 13:16:50,2024-05-29 13:16:50,2024-05,SETTLED,EX-002,
OTC-02467,2024-05-29,2024-05-29 17:33:45,USDT/IDR,SELL,CLT-008,Mega Lestari,HNWI,C,MM-002,Global OTC Solutions,263186.67648824863,15721.590765373274,15733.101597379378,15665.449260510648,22,4140742720.2662344,4122937526.56909,17805193.69714451,8658168.805795088,9147024.89134942,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-05-29 18:29:02,2024-05-29 19:19:21,2024-05-29 19:19:21,2024-05,SETTLED,EX-001,
OTC-02468,2024-05-29,2024-05-29 14:36:36,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-002,Global OTC Solutions,66359.59463188141,15721.590765373274,15706.730631295906,15771.128226884219,20,1042292277.6849511,1046565676.0234593,4273398.338508248,2197787.9196492643,2075610.418858984,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-05-29 14:43:30,2024-05-29 16:01:59,2024-05-29 16:01:59,2024-05,SETTLED,EX-002,
OTC-02469,2024-05-29,2024-05-29 17:48:51,USDC/IDR,BUY,CLT-002,Andi Pratama,HNWI,B,MM-001,Liquidity Prime,393676.0783798641,15776.488237678492,15777.167342215118,15849.742311989306,25,6211093367.226111,6239664396.715351,28571029.489239693,13103295.233102236,15467734.256137457,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 18:27:41,2024-05-29 20:05:28,2024-05-29 20:05:28,2024-05,SETTLED,EX-001,
OTC-02470,2024-05-29,2024-05-29 09:37:58,BTC/IDR,BUY,CLT-002,Andi Pratama,HNWI,B,MM-003,Apex Alpha Liquidity,0.5341156235590562,679512639.9089572,679480985.8388036,684984781.824098,60,362921410.4478148,365861073.8724421,2939663.424627304,768308.2551321284,0.0,BANK-IDR-001,WALLET-BTC-001,WALLET-USDT-002,2024-05-29 11:05:53,2024-05-29 14:45:07,2024-05-29 14:45:07,2024-05,PENDING,EX-001,
OTC-02471,2024-05-29,2024-05-29 17:09:36,USDC/IDR,BUY,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,265729.5406468614,15776.488237678492,15765.54024443232,15834.908621507822,23,4189369767.202608,4207802994.1782994,18433226.97569132,8836386.287774429,9596840.68791689,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 17:57:17,2024-05-29 19:30:21,2024-05-29 19:30:21,2024-05,SETTLED,EX-001,
OTC-02472,2024-05-29,2024-05-29 17:14:58,USDC/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-001,Liquidity Prime,87289.35306976961,15776.488237678492,15776.0561732388,15839.160397931755,19,1377081737.35436,1382590064.3037775,5508326.949417353,2903439.1350379325,2604887.81437942,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 17:43:47,2024-05-29 20:04:46,2024-05-29 20:04:46,2024-05,SETTLED,EX-001,
OTC-02473,2024-05-29,2024-05-29 12:42:05,USDC/IDR,SELL,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-001,Liquidity Prime,162293.35576779433,15776.488237678492,15777.614711223936,15705.037683552307,25,2560602037.495852,2548823268.123371,11778769.37248087,5352528.863059079,6426240.50942179,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 13:29:01,2024-05-29 16:31:09,2024-05-29 16:31:09,2024-05,SETTLED,EX-001,
OTC-02474,2024-05-29,2024-05-29 09:10:50,USDC/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-002,Global OTC Solutions,208769.8062947949,15776.488237678492,15781.700624120747,15720.151991686676,18,3294742582.3001323,3281893086.2291617,12849496.070970535,6891975.481081239,5957520.589889296,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-05-29 09:51:35,2024-05-29 11:22:53,2024-05-29 11:22:53,2024-05,SETTLED,EX-002,
